query_id,target_id,variant,target_rank,target_rank_change_vs_full,embedding_cosine_to_full,top5_overlap_with_full,top1_id
B00AZLY7QM,B009MB8Q7C,shuffled,104.0,103.0,0.25126445293426514,0,B000A1OIUM
B00AZLY7QM,B009MB8Q7C,uniform,15.0,14.0,0.8429846167564392,1,B004V93LYI
B008TP27PY,B004WSVYX8,full,316.0,0.0,1.0000001192092896,5,B007UOM818
B008TP27PY,B004WSVYX8,shuffled,3424.0,3108.0,0.24304035305976868,0,B005UL00IQ
B008TP27PY,B004WSVYX8,uniform,750.0,434.0,0.41083598136901855,0,B00E4AE148
B00CFZQIUE,B0062UCEE2,full,44.0,0.0,1.0,5,B006CS7RIC
B00CFZQIUE,B0062UCEE2,shuffled,2195.0,2151.0,0.2179240584373474,0,B00785L9Y6
B00CFZQIUE,B0062UCEE2,uniform,296.0,252.0,0.35697731375694275,1,B004OOXD6G
B003WESSNM,B008LK6OUQ,full,768.0,0.0,1.0,5,B001N2QH4M
B003WESSNM,B008LK6OUQ,shuffled,2061.0,1293.0,0.043101079761981964,0,B0020Q11LE
B003WESSNM,B008LK6OUQ,uniform,104.0,-664.0,0.6468135714530945,0,B0031QGXJM
B002P7569Q,B009ZI10CK,full,38.0,0.0,1.0,5,B0084A8JCO
B002P7569Q,B009ZI10CK,shuffled,3891.0,3853.0,0.15201810002326965,0,B009K1O7XG
B002P7569Q,B009ZI10CK,uniform,821.0,783.0,0.3154371678829193,0,B00B27IIPE
B003X7AFR0,B00EU03D1E,full,80.0,0.0,1.0,5,B00DCXXZQ8
B003X7AFR0,B00EU03D1E,shuffled,755.0,675.0,0.24639183282852173,0,B007R1NWUU
B003X7AFR0,B00EU03D1E,uniform,21.0,-59.0,0.3063446581363678,0,B006PGE428
B007POL3U0,B008XDHOEQ,full,208.0,0.0,1.0,5,B00CZ6L9XO
B007POL3U0,B008XDHOEQ,shuffled,4066.0,3858.0,0.24339982867240906,0,B004MYFR3K
B007POL3U0,B008XDHOEQ,uniform,565.0,357.0,0.527996838092804,0,B00AA13RN6
B007X2DHT4,B0090YV46G,full,82.0,0.0,1.0000001192092896,5,B001C1I46S
B007X2DHT4,B0090YV46G,shuffled,1027.0,945.0,0.2912050187587738,0,B008XFM6OW
B007X2DHT4,B0090YV46G,uniform,538.0,456.0,0.5175787210464478,1,B0096UD3FO
B00AYJ94AE,B004ZIJQVM,full,16.0,0.0,1.0,5,B004UR1R2Y
B00AYJ94AE,B004ZIJQVM,shuffled,2937.0,2921.0,0.07730691134929657,0,B00DM8KA7U
B00AYJ94AE,B004ZIJQVM,uniform,2359.0,2343.0,0.5896657705307007,0,B007JFEWQW
B004J1JDH2,B0012C826O,full,5120.0,0.0,1.0,5,B00613EZ8S
B004J1JDH2,B0012C826O,shuffled,1927.0,-3193.0,0.4187454283237457,0,B00687SPR4
B004J1JDH2,B0012C826O,uniform,3194.0,-1926.0,0.368497371673584,0,B002HR9OT2
B0051D0X2Q,B003INE0Q6,full,18.0,0.0,1.0000001192092896,5,B008TOOBWW
B0051D0X2Q,B003INE0Q6,shuffled,2143.0,2125.0,0.11898988485336304,0,B007PJ3ORU
B0051D0X2Q,B003INE0Q6,uniform,110.0,92.0,0.5702338814735413,0,B00AA13RN6
B008VRA3AG,B008JBOODG,full,1730.0,0.0,1.0000001192092896,5,B006Q8U9D8
B008VRA3AG,B008JBOODG,shuffled,6202.0,4472.0,0.20662592351436615,0,B00AX0Q7FE
B008VRA3AG,B008JBOODG,uniform,6142.0,4412.0,0.37232062220573425,0,B004U940JY
B00C51HF46,B00BSGTYMA,full,31.0,0.0,1.0000001192092896,5,B007WGBT1O
B00C51HF46,B00BSGTYMA,shuffled,820.0,789.0,0.23608848452568054,0,B00A0NBNRQ
B00C51HF46,B00BSGTYMA,uniform,5034.0,5003.0,0.49261873960494995,0,B007HB6I4C
B006SDZ0JY,B004M17G1Y,full,45.0,0.0,0.9999998807907104,5,B004YO7H3G
B006SDZ0JY,B004M17G1Y,shuffled,434.0,389.0,0.3675958514213562,0,B006L2ZOXO
B006SDZ0JY,B004M17G1Y,uniform,539.0,494.0,0.42280808091163635,0,B0055XGYQG
B00AYU2QZ8,B00E3QGVFU,full,34.0,0.0,1.0000001192092896,5,B0099694TE
B00AYU2QZ8,B00E3QGVFU,shuffled,4820.0,4786.0,0.07781225442886353,0,B005NH73N2
B00AYU2QZ8,B00E3QGVFU,uniform,4315.0,4281.0,0.12844444811344147,0,B007JFEUUA
B005LCVMIG,B00073GAX6,full,33.0,0.0,1.0000001192092896,5,B003TWOPKW
B005LCVMIG,B00073GAX6,shuffled,3117.0,3084.0,0.07648004591464996,0,B00CBEYC20
B005LCVMIG,B00073GAX6,uniform,2242.0,2209.0,0.35491856932640076,0,B00B8XSUSW
B0081ZLSWU,B0013EKE3K,full,319.0,0.0,1.000000238418579,5,B0068YW1EA
B0081ZLSWU,B0013EKE3K,shuffled,2263.0,1944.0,0.06354881823062897,0,B005PZA8F2
B0081ZLSWU,B0013EKE3K,uniform,26.0,-293.0,0.4602418541908264,0,B006FULMTC
B001SN7NRQ,B004OP2J56,full,278.0,0.0,1.0,5,B004HHO2DI
B001SN7NRQ,B004OP2J56,shuffled,856.0,578.0,0.22392503917217255,0,B004LAO7PE
B001SN7NRQ,B004OP2J56,uniform,271.0,-7.0,0.722061276435852,2,B00C2O3K72
B00ALRS9OG,B00EABHQPC,full,116.0,0.0,1.0000001192092896,5,B00EMN9GXI
B00ALRS9OG,B00EABHQPC,shuffled,129.0,13.0,0.3844762146472931,0,B008MC25JM
B00ALRS9OG,B00EABHQPC,uniform,363.0,247.0,0.5978164672851562,0,B008PGPSJY
B0081V2U6C,B00B8XSUSW,full,137.0,0.0,1.0,5,B00BE3Z99O
B0081V2U6C,B00B8XSUSW,shuffled,2729.0,2592.0,0.14616933465003967,0,B0038FT02S
B0081V2U6C,B00B8XSUSW,uniform,238.0,101.0,0.8579412698745728,2,B002PDJJ0M
B00853SE8E,B004IP8H7Q,full,64.0,0.0,1.0,5,B004V4RYX2
B00853SE8E,B004IP8H7Q,shuffled,1138.0,1074.0,0.629481852054596,1,B00517ABEW
B00853SE8E,B004IP8H7Q,uniform,994.0,930.0,0.5465903878211975,0,B005HFBLQA
B006TTQX6G,B009JOTMXY,full,36.0,0.0,1.0000001192092896,5,B007TXNVVG
B006TTQX6G,B009JOTMXY,shuffled,1796.0,1760.0,0.1071116179227829,0,B001AGEBZI
B006TTQX6G,B009JOTMXY,uniform,1764.0,1728.0,0.23996232450008392,0,B007MI4PIG
B003OUWT0W,B0014UCUXU,full,550.0,0.0,1.0000001192092896,5,B00BCA2ORE
B003OUWT0W,B0014UCUXU,shuffled,5314.0,4764.0,0.12370532751083374,0,B0056X4BM4
B003OUWT0W,B0014UCUXU,uniform,2180.0,1630.0,0.5749346613883972,0,B007PY6E40
B008YCX6KC,B008R7FM1A,full,52.0,0.0,1.0,5,B007GF53EK
B008YCX6KC,B008R7FM1A,shuffled,5375.0,5323.0,-0.08616285771131516,0,B004K2NSGM
B008YCX6KC,B008R7FM1A,uniform,1185.0,1133.0,0.3219444751739502,0,B008VRA3AG
B0038PZMTI,B000BFH7FA,full,218.0,0.0,1.0,5,B004AYV3U8
B0038PZMTI,B000BFH7FA,shuffled,406.0,188.0,0.17073777318000793,1,B004G4G00K
B0038PZMTI,B000BFH7FA,uniform,158.0,-60.0,0.603754997253418,0,B008VD5WE2
B000QHCNV6,B00G6UFA94,full,115.0,0.0,1.0,5,B0057XC4P4
B000QHCNV6,B00G6UFA94,shuffled,1866.0,1751.0,0.3003893792629242,0,B001LNGY1E
B000QHCNV6,B00G6UFA94,uniform,1812.0,1697.0,0.23814645409584045,0,B008V2JXTS
B001KBZ1QQ,B004XASV0O,full,23.0,0.0,1.0000001192092896,5,B000RN76GG
B001KBZ1QQ,B004XASV0O,shuffled,2122.0,2099.0,0.18544720113277435,0,B003NGJPX6
B001KBZ1QQ,B004XASV0O,uniform,129.0,106.0,0.38427770137786865,0,B000GYAKW8
B001XWTNGQ,B00BQ3R3CI,full,635.0,0.0,1.000000238418579,5,B004L0KZOQ
B001XWTNGQ,B00BQ3R3CI,shuffled,1683.0,1048.0,0.468101441860199,0,B00ELXKL1U
B001XWTNGQ,B00BQ3R3CI,uniform,1128.0,493.0,0.6047908663749695,0,B002HNSH80
B0059A4A5C,B004BGYQPO,full,11.0,0.0,1.0,5,B00B4EF1AA
B0059A4A5C,B004BGYQPO,shuffled,167.0,156.0,0.3780594766139984,0,B00CODF8CQ
B0059A4A5C,B004BGYQPO,uniform,1809.0,1798.0,0.4096726179122925,0,B00CODF8CQ
B009NUR66O,B00DJ3UPPA,full,485.0,0.0,1.000000238418579,5,B008I5ZL4Y
B009NUR66O,B00DJ3UPPA,shuffled,4481.0,3996.0,0.37492096424102783,0,B005EQRGZW
B009NUR66O,B00DJ3UPPA,uniform,4932.0,4447.0,0.18049247562885284,0,B001E203KU
B00BK77UC8,B00D6G9NX0,full,4770.0,0.0,1.0000001192092896,5,B006R1IWZQ
B00BK77UC8,B00D6G9NX0,shuffled,2126.0,-2644.0,0.035359326750040054,0,B00DCUQA7M
B00BK77UC8,B00D6G9NX0,uniform,5032.0,262.0,0.5755214691162109,0,B008B10SOS
B00EABHQPC,B00ALRS9OG,full,86.0,0.0,0.9999999403953552,5,B000FEIJ2C
B00EABHQPC,B00ALRS9OG,shuffled,468.0,382.0,0.31308624148368835,0,B0085288EA
B00EABHQPC,B00ALRS9OG,uniform,4048.0,3962.0,0.352565199136734,0,B00DEVN0ZY
B007HZ9C6Y,B004XJDKCO,full,33.0,0.0,1.0,5,B00861KWY4
B007HZ9C6Y,B004XJDKCO,shuffled,471.0,438.0,0.31181156635284424,0,B005LIXPPI
B007HZ9C6Y,B004XJDKCO,uniform,1741.0,1708.0,0.26620081067085266,0,B007JFEUUA
B001CWN1A6,B001VAF1G6,full,7.0,0.0,1.0,5,B008LK7CAW
B001CWN1A6,B001VAF1G6,shuffled,714.0,707.0,0.22768071293830872,0,B007AHADCG
B001CWN1A6,B001VAF1G6,uniform,51.0,44.0,0.636824369430542,0,B003AQQ370
B008HO2HZ2,B0099S89HA,full,31.0,0.0,1.0,5,B0031WU9F0
B008HO2HZ2,B0099S89HA,shuffled,2054.0,2023.0,0.1670297086238861,0,B00CT5A57W
B008HO2HZ2,B0099S89HA,uniform,485.0,454.0,0.6850167512893677,0,B00A7ZSCNU
B002NCIATQ,B008J4E76W,full,107.0,0.0,1.0000001192092896,5,B00865CPJ0
B002NCIATQ,B008J4E76W,shuffled,5178.0,5071.0,0.17636583745479584,0,B00DGCXJ0W
B002NCIATQ,B008J4E76W,uniform,515.0,408.0,0.36764639616012573,0,B00BHKFFAW
B007ZGZ80E,B0060K7LLU,full,119.0,0.0,1.0000001192092896,5,B009QEERZK
B007ZGZ80E,B0060K7LLU,shuffled,686.0,567.0,0.40780308842658997,1,B0016BK4T4
B007ZGZ80E,B0060K7LLU,uniform,48.0,-71.0,0.6587396264076233,0,B0064SJ6EI
B009VZW24C,B004ZITRGQ,full,1361.0,0.0,0.9999999403953552,5,B007F85FQO
B009VZW24C,B004ZITRGQ,shuffled,167.0,-1194.0,0.19384078681468964,0,B00A2BE440
B009VZW24C,B004ZITRGQ,uniform,8.0,-1353.0,0.5460914969444275,0,B0094JP1PW
B0013FPI8K,B001GHIUDK,full,17.0,0.0,1.0,5,B0013FI8JQ
B0013FPI8K,B001GHIUDK,shuffled,563.0,546.0,0.2955703139305115,0,B004TMGDME
B0013FPI8K,B001GHIUDK,uniform,60.0,43.0,0.7161669731140137,3,B0013FJWT6
B003TWOPKW,B001A92CC4,full,9.0,0.0,1.0000001192092896,5,B008CXZBG0
B003TWOPKW,B001A92CC4,shuffled,5047.0,5038.0,0.1123824268579483,0,B007ZGZ80E
B003TWOPKW,B001A92CC4,uniform,3205.0,3196.0,0.5434412956237793,0,B00F5XVN9Y
B003TSDPJI,B0062VX9YA,full,41.0,0.0,1.0000001192092896,5,B007TXSQ6G
B003TSDPJI,B0062VX9YA,shuffled,156.0,115.0,0.1959580034017563,0,B005LB6ETE
B003TSDPJI,B0062VX9YA,uniform,53.0,12.0,0.9081194996833801,3,B007TXSQ6G
B003XCKD3G,B0061SL9LO,full,183.0,0.0,1.0,5,B006H6V636
B003XCKD3G,B0061SL9LO,shuffled,5297.0,5114.0,0.09991079568862915,0,B0062VX9YA
B003XCKD3G,B0061SL9LO,uniform,3724.0,3541.0,0.612343430519104,0,B00BGJ4OQA
B003Z6OPF2,B00BARY35A,full,83.0,0.0,1.0000001192092896,5,B00B1P3ANC
B003Z6OPF2,B00BARY35A,shuffled,937.0,854.0,0.17390678822994232,0,B009R1CC3Q
B003Z6OPF2,B00BARY35A,uniform,1439.0,1356.0,0.4960082173347473,0,B00378LDVC
B00AREPLXK,B0081K48FY,full,17.0,0.0,1.0,5,B0046RDF00
B00AREPLXK,B0081K48FY,shuffled,1125.0,1108.0,0.09506808966398239,0,B008EYEBMM
B00AREPLXK,B0081K48FY,uniform,10.0,-7.0,0.4571726620197296,0,B0045Y0YKS
B00449EW9S,B0035GKKEM,full,39.0,0.0,0.9999998211860657,5,B00BUIZB1O
B00449EW9S,B0035GKKEM,shuffled,1696.0,1657.0,0.12928611040115356,0,B00BA7ZWEG
B00449EW9S,B0035GKKEM,uniform,9.0,-30.0,0.5795833468437195,1,B00AIITKFK
B004ZC2HIC,B00BV2SB20,full,132.0,0.0,1.0,5,B0085XLJZO
B004ZC2HIC,B00BV2SB20,shuffled,5550.0,5418.0,0.14998386800289154,0,B00BI4DTR8
B004ZC2HIC,B00BV2SB20,uniform,2468.0,2336.0,0.4849604666233063,1,B005CTG47W
B004BO6CXA,B003I7CZ8C,full,2551.0,0.0,1.0,5,B00470CH6O
B004BO6CXA,B003I7CZ8C,shuffled,3123.0,572.0,0.3396018445491791,0,B007RU6370
B004BO6CXA,B003I7CZ8C,uniform,3804.0,1253.0,0.41210171580314636,0,B008B7QHZG
B009G0S8CM,B005OQ0QDG,full,171.0,0.0,1.0000001192092896,5,B00CMTB5GU
B009G0S8CM,B005OQ0QDG,shuffled,6110.0,5939.0,-0.07751394063234329,0,B0075MLEHE
B009G0S8CM,B005OQ0QDG,uniform,1637.0,1466.0,0.22149547934532166,0,B003HNA8WW
B000BQ09GS,B0046R0BDE,full,227.0,0.0,1.000000238418579,5,B00BMPMJ6U
B000BQ09GS,B0046R0BDE,shuffled,147.0,-80.0,0.5235830545425415,1,B0023UORQS
B000BQ09GS,B0046R0BDE,uniform,412.0,185.0,0.5825996398925781,0,B0058RUUH8
B00BT0JNWQ,B00ADZ1H8G,full,2278.0,0.0,1.0,5,B0064POSPI
B00BT0JNWQ,B00ADZ1H8G,shuffled,2889.0,611.0,0.3927357792854309,0,B009WPPV44
B00BT0JNWQ,B00ADZ1H8G,uniform,1432.0,-846.0,0.4359666705131531,0,B0088N39PY
B005TGMERW,B002SBOJHY,full,829.0,0.0,1.000000238418579,5,B006RI31XW
B005TGMERW,B002SBOJHY,shuffled,468.0,-361.0,0.5091697573661804,0,B004Y6XML0
B005TGMERW,B002SBOJHY,uniform,678.0,-151.0,0.5427029132843018,2,B007ZTRDBI
B003FGW8MO,B00GHN6XLY,full,296.0,0.0,1.0000001192092896,5,B005Q0B9ZY
B003FGW8MO,B00GHN6XLY,shuffled,4234.0,3938.0,0.3357887864112854,0,B005VF6TK4
B003FGW8MO,B00GHN6XLY,uniform,4553.0,4257.0,0.4254641532897949,0,B009LJ2BM6
B0029529MG,B0098ZHBY6,full,49.0,0.0,1.0,5,B00B7Q8HK6
B0029529MG,B0098ZHBY6,shuffled,3706.0,3657.0,0.4323747754096985,0,B00345LEIK
B0029529MG,B0098ZHBY6,uniform,1938.0,1889.0,0.4833196997642517,0,B004W0ZVA8
B0098GE9GI,B00589BQSI,full,103.0,0.0,1.0,5,B003WHN082
B0098GE9GI,B00589BQSI,shuffled,5180.0,5077.0,0.38918086886405945,0,B00EQV0DC4
B0098GE9GI,B00589BQSI,uniform,1333.0,1230.0,0.3988339602947235,0,B0081365S4
B000JM3A1A,B000QGPYP4,full,237.0,0.0,1.0,5,B005TF2WUM
B000JM3A1A,B000QGPYP4,shuffled,3556.0,3319.0,0.03741844743490219,0,B001SERZCS
B000JM3A1A,B000QGPYP4,uniform,377.0,140.0,0.4706888794898987,0,B007P28IKK
B007V9SM0S,B005AONB34,full,454.0,0.0,1.0,5,B00B4EF1AA
B007V9SM0S,B005AONB34,shuffled,1797.0,1343.0,0.06369337439537048,0,B000WK6SDQ
B007V9SM0S,B005AONB34,uniform,919.0,465.0,0.1447952836751938,0,B00DUHBZ2C
B00B71D7E2,B00394FK5E,full,5040.0,0.0,1.0,5,B007PY6E40
B00B71D7E2,B00394FK5E,shuffled,1894.0,-3146.0,0.024340428411960602,0,B004YO9IVU
B00B71D7E2,B00394FK5E,uniform,1046.0,-3994.0,0.4942004382610321,0,B00FJW4OGK
B0099AHZXW,B002TEW3IM,full,617.0,0.0,1.0,5,B007SZNT8A
B0099AHZXW,B002TEW3IM,shuffled,6085.0,5468.0,0.19892264902591705,0,B00ALRS9OG
B0099AHZXW,B002TEW3IM,uniform,5180.0,4563.0,0.6241048574447632,0,B005P7DL7W
B004SBSY3W,B008CS4MZ6,full,324.0,0.0,1.0000001192092896,5,B0041O2UJK
B004SBSY3W,B008CS4MZ6,shuffled,738.0,414.0,0.1981334537267685,0,B008E0N29E
B004SBSY3W,B008CS4MZ6,uniform,765.0,441.0,0.4174727201461792,0,B00EDOCC82
B00G6UFA94,B0086F6HIK,full,63.0,0.0,1.0,5,B0067F9J1I
B00G6UFA94,B0086F6HIK,shuffled,5818.0,5755.0,0.05263207107782364,0,B00A4YLIDA
B00G6UFA94,B0086F6HIK,uniform,547.0,484.0,0.4756215214729309,0,B00BHKFFAW
B005ILK060,B007PYE17M,full,108.0,0.0,1.0,5,B00AX0Q7FE
B005ILK060,B007PYE17M,shuffled,1088.0,980.0,0.28453707695007324,0,B002UFUCII
B005ILK060,B007PYE17M,uniform,275.0,167.0,0.48866793513298035,0,B001ET7H66
B0014J7Y8W,B000U0PPXC,full,1610.0,0.0,1.0,5,B009VI0H7S
B0014J7Y8W,B000U0PPXC,shuffled,5164.0,3554.0,0.2399517297744751,0,B008S0KPT0
B0014J7Y8W,B000U0PPXC,uniform,1706.0,96.0,0.6355645060539246,2,B0074AWK4S
B003T70M3G,B00AOCAELE,full,259.0,0.0,1.0000001192092896,5,B0048KPWFG
B003T70M3G,B00AOCAELE,shuffled,2699.0,2440.0,0.11510779708623886,0,B00DNQYIM4
B003T70M3G,B00AOCAELE,uniform,2544.0,2285.0,0.621501624584198,0,B00AEJQ4RK
B007FGYDAK,B0051VBW7S,full,2704.0,0.0,0.9999998807907104,5,B00DV0BIE8
B007FGYDAK,B0051VBW7S,shuffled,2445.0,-259.0,0.13745930790901184,0,B0046IFV6K
B007FGYDAK,B0051VBW7S,uniform,2369.0,-335.0,0.45579037070274353,1,B0064SJ6EI
B00A9IW94I,B00A9IVY5I,full,45.0,0.0,1.0,5,B00B40E1K0
B00A9IW94I,B00A9IVY5I,shuffled,5332.0,5287.0,0.10632100701332092,0,B008I5ZL4Y
B00A9IW94I,B00A9IVY5I,uniform,3234.0,3189.0,0.35102835297584534,0,B00FJW4OGK
B0073PSC3M,B00DEIUVB8,full,215.0,0.0,1.0000001192092896,5,B0059002HW
B0073PSC3M,B00DEIUVB8,shuffled,4595.0,4380.0,0.05967129021883011,0,B0091BZBHQ
B0073PSC3M,B00DEIUVB8,uniform,2793.0,2578.0,0.06290077418088913,0,B00FJW4OGK
B001U239PU,B007JES6SI,full,1104.0,0.0,1.0,5,B0041TFD80
B001U239PU,B007JES6SI,shuffled,2139.0,1035.0,0.3197261393070221,0,B000NHU42O
B001U239PU,B007JES6SI,uniform,2093.0,989.0,0.708174467086792,1,B0076OAOL8
B005W44GZO,B007VN04BO,full,35.0,0.0,1.0,5,B009CI5IL2
B005W44GZO,B007VN04BO,shuffled,740.0,705.0,0.2321077585220337,1,B004M17U88
B005W44GZO,B007VN04BO,uniform,355.0,320.0,0.5410419702529907,0,B007AEUC98
B008588ZPQ,B00FPBE0X2,full,4619.0,0.0,1.0000001192092896,5,B00687SPR4
B008588ZPQ,B00FPBE0X2,shuffled,4478.0,-141.0,0.3933093845844269,0,B00CJS9W7S
B008588ZPQ,B00FPBE0X2,uniform,5432.0,813.0,0.4684407711029053,0,B00FD8I2HC
B004APGLNG,B00BLL79L0,full,695.0,0.0,1.0,5,B005IZUOOE
B004APGLNG,B00BLL79L0,shuffled,5824.0,5129.0,0.07118789851665497,0,B000KOU8E4
B004APGLNG,B00BLL79L0,uniform,5738.0,5043.0,0.6279270648956299,1,B009I1PKKC
B0051GDT4M,B0027EBMU4,full,9.0,0.0,1.0,5,B00BMR73SC
B0051GDT4M,B0027EBMU4,shuffled,4083.0,4074.0,0.1392488181591034,0,B008VTTIXM
B0051GDT4M,B0027EBMU4,uniform,261.0,252.0,0.5702994465827942,0,B001DIQ02K
B00926S118,B008H6R3UY,full,46.0,0.0,1.0000001192092896,5,B00BIXSATQ
B00926S118,B008H6R3UY,shuffled,5325.0,5279.0,0.2981387674808502,0,B003QCGEVS
B00926S118,B008H6R3UY,uniform,3904.0,3858.0,0.0852666050195694,0,B009ZW10P8
B00B88ZKXA,B00EZUKCCM,full,495.0,0.0,1.0000001192092896,5,B00C6QJ8EA
B00B88ZKXA,B00EZUKCCM,shuffled,2501.0,2006.0,0.34024691581726074,0,B00BQ4IATW
B00B88ZKXA,B00EZUKCCM,uniform,5058.0,4563.0,0.22316326200962067,0,B00GXFHVYE
B00923GT8S,B00844FELO,full,64.0,0.0,1.0000001192092896,5,B0091VAKBI
B00923GT8S,B00844FELO,shuffled,668.0,604.0,0.2647240161895752,1,B000S942Z2
B00923GT8S,B00844FELO,uniform,419.0,355.0,0.6405090093612671,0,B002HR9OT2
B0045KCG7Q,B006JPU6JA,full,107.0,0.0,1.000000238418579,5,B006TG84O8
B0045KCG7Q,B006JPU6JA,shuffled,109.0,2.0,0.24824675917625427,0,B001BISBCY
B0045KCG7Q,B006JPU6JA,uniform,496.0,389.0,0.10983756184577942,0,B002HR9OT2
B00461228C,B00C5RAHMW,full,8.0,0.0,1.0000001192092896,5,B002XUMZN0
B00461228C,B00C5RAHMW,shuffled,4796.0,4788.0,0.12433445453643799,0,B006TG84O8
B00461228C,B00C5RAHMW,uniform,3960.0,3952.0,0.29405316710472107,0,B006HT40OK
B0093OQBCK,B0071BYF0M,full,2234.0,0.0,1.0000001192092896,5,B00B0DNZ5S
B0093OQBCK,B0071BYF0M,shuffled,4712.0,2478.0,0.12241379916667938,0,B00BCLMPQS
B0093OQBCK,B0071BYF0M,uniform,3774.0,1540.0,0.6138045191764832,0,B00B2ZMJOM
B005344CDE,B000HRTB60,full,181.0,0.0,1.0,5,B000WK5FXK
B005344CDE,B000HRTB60,shuffled,388.0,207.0,0.40406203269958496,0,B0018TCBXG
B005344CDE,B000HRTB60,uniform,1438.0,1257.0,0.7963292598724365,2,B000WK5FXK
B00BRB2H8O,B00BRB29YQ,full,2885.0,0.0,1.0,5,B00DR5TW2M
B00BRB2H8O,B00BRB29YQ,shuffled,846.0,-2039.0,0.3030466139316559,0,B005KGF70M
B00BRB2H8O,B00BRB29YQ,uniform,3915.0,1030.0,0.4762060046195984,0,B004NIZR44
B000XK9KKI,B005IR27EC,full,799.0,0.0,1.0,5,B0065K71Z6
B000XK9KKI,B005IR27EC,shuffled,812.0,13.0,0.4075159430503845,0,B009L4ZBNM
B000XK9KKI,B005IR27EC,uniform,6231.0,5432.0,0.2191493809223175,0,B00092SAR4
B004CO39EO,B006Z8HHGQ,full,4.0,0.0,1.000000238418579,5,B000BZGDDM
B004CO39EO,B006Z8HHGQ,shuffled,2104.0,2100.0,0.06744861602783203,0,B004DR1834
B004CO39EO,B006Z8HHGQ,uniform,62.0,58.0,0.6487340331077576,0,B001OPHACG
B0067OAL7U,B00C68VOYA,full,20.0,0.0,1.0000001192092896,5,B005CXDOA8
B0067OAL7U,B00C68VOYA,shuffled,2093.0,2073.0,0.23656661808490753,0,B003SSVYXI
