R@10,R@50,duration_seconds,epoch,evaluated,lr_composition,lr_image_encoder,lr_text_encoder,peak_allocated_gib,peak_reserved_gib,timestamp_utc,train_loss
,,127.061,22,False,0.00021837157971106217,7.542957248827961e-06,7.542957248827961e-06,5.382,5.596,2026-07-14T04:52:36.528240+00:00,0.6041195479465679
,,134.468,23,False,0.0002113071281398321,7.3303148938411025e-06,7.3303148938411025e-06,5.381,5.596,2026-07-14T04:55:10.208706+00:00,0.5940158559995539
,,126.219,24,False,0.00020407600845702238,7.112655772953854e-06,7.112655772953854e-06,5.365,5.596,2026-07-14T04:57:34.498787+00:00,0.5932179872285236
16.388616290480865,38.959764474975465,142.805,25,True,0.0001966980406590546,6.890576474687265e-06,6.890576474687265e-06,5.374,5.596,2026-07-14T05:00:13.563455+00:00,0.5856249372270655
,,127.421,26,False,0.00018919344724282683,6.664685702961345e-06,6.664685702961345e-06,5.382,5.596,2026-07-14T05:02:56.845757+00:00,0.580514118673011
,,133.62,27,False,0.00018158279777725497,6.4356026086799176e-06,6.4356026086799176e-06,5.364,5.596,2026-07-14T05:05:27.394436+00:00,0.5776129555415342
,,128.502,28,False,0.00017388695252351449,6.20395509268104e-06,6.20395509268104e-06,5.366,5.596,2026-07-14T05:07:52.867851+00:00,0.5733476089124374
,,127.659,29,False,0.00016612700525851415,5.970378084704442e-06,5.970378084704442e-06,5.373,5.596,2026-07-14T05:10:15.841453+00:00,0.5688432077752715
16.33954857703631,39.94111874386654,144.241,30,True,0.00015832422545832003,5.7355118030932474e-06,5.7355118030932474e-06,5.371,5.596,2026-07-14T05:12:58.937891+00:00,0.5675889119346511
,,127.278,31,False,0.0001505,5.5000000000000016e-06,5.5000000000000016e-06,5.373,5.596,2026-07-14T05:15:44.273375+00:00,0.5618864585929376
,,126.949,32,False,0.00014267577454167988,5.264488196906754e-06,5.264488196906754e-06,5.373,5.596,2026-07-14T05:18:12.609522+00:00,0.5653698120843917
,,125.974,33,False,0.0001348729947414858,5.02962191529556e-06,5.02962191529556e-06,5.374,5.596,2026-07-14T05:20:41.342656+00:00,0.5544219772844391
,,127.73,34,False,0.00012711304747648546,4.796044907318961e-06,4.796044907318961e-06,5.372,5.596,2026-07-14T05:23:11.946849+00:00,0.5564690341844278
16.732090284592736,39.89205103042198,142.815,35,True,0.00011941720222274495,4.564397391320083e-06,4.564397391320083e-06,5.382,5.596,2026-07-14T05:25:56.030273+00:00,0.5516943358243468
,,126.912,36,False,0.00011180655275717316,4.335314297038658e-06,4.335314297038658e-06,5.37,5.596,2026-07-14T05:28:47.155426+00:00,0.5497566999837676
,,127.774,37,False,0.00010430195934094536,4.109423525312738e-06,4.109423525312738e-06,5.368,5.596,2026-07-14T05:31:18.964457+00:00,0.5455826668337704
,,127.219,38,False,9.69239915429776e-05,3.88734422704615e-06,3.88734422704615e-06,5.372,5.596,2026-07-14T05:33:51.520720+00:00,0.5415726335529976
,,125.521,39,False,8.969287186016789e-05,3.6696851061589014e-06,3.6696851061589014e-06,5.375,5.596,2026-07-14T05:36:12.637639+00:00,0.5419604797812707
16.388616290480865,39.89205103042198,141.089,40,True,8.262842028893776e-05,3.4570427511720416e-06,3.4570427511720416e-06,5.372,5.596,2026-07-14T05:38:52.979078+00:00,0.54000298798403
,,125.141,41,False,7.575000000000004e-05,3.2500000000000028e-06,3.2500000000000028e-06,5.368,5.596,2026-07-14T05:41:16.648423+00:00,0.5403456922600613
,,127.162,42,False,6.907646426525351e-05,3.0491243424323813e-06,3.0491243424323813e-06,5.382,5.596,2026-07-14T05:43:43.488507+00:00,0.5335604457214554
,,124.727,43,False,6.26261047822753e-05,2.8549663646838734e-06,2.8549663646838734e-06,5.368,5.596,2026-07-14T05:46:06.382095+00:00,0.5390560202260706
,,127.056,44,False,5.641660153804934e-05,2.668058240275734e-06,2.668058240275734e-06,5.373,5.596,2026-07-14T05:48:34.530031+00:00,0.5335345090152745
16.830225711481845,40.77526987242395,141.677,45,True,5.046497434935076e-05,2.488912271385141e-06,2.488912271385141e-06,5.366,5.596,2026-07-14T05:51:10.819916+00:00,0.5320547631080138
,,125.59,46,False,4.478753621261117e-05,2.318019484660538e-06,2.318019484660538e-06,5.377,5.596,2026-07-14T05:53:51.633483+00:00,0.5299012581693298
,,126.823,47,False,3.93998485911296e-05,2.155848285351728e-06,2.155848285351728e-06,5.381,5.596,2026-07-14T05:56:15.531216+00:00,0.5293961116336884
,,126.403,48,False,3.431667876218286e-05,2.002843173443632e-06,2.002843173443632e-06,5.376,5.596,2026-07-14T05:58:40.733561+00:00,0.5281061001400896
,,125.06,49,False,2.9551959340945383e-05,1.859423525312738e-06,1.859423525312738e-06,5.369,5.596,2026-07-14T06:01:04.161082+00:00,0.5252186815368938
17.17369970559372,39.646712463199215,140.818,50,True,2.511875009215913e-05,1.7259824442455929e-06,1.7259824442455929e-06,5.372,5.596,2026-07-14T06:03:45.344741+00:00,0.5266653569863442
,,126.77,51,False,2.1029202134226422e-05,1.6028856829700262e-06,1.6028856829700262e-06,5.37,5.596,2026-07-14T06:06:12.249711+00:00,0.5245847325114643
,,124.966,52,False,1.7294524633839024e-05,1.4904706411523453e-06,1.4904706411523453e-06,5.366,5.596,2026-07-14T06:08:36.539558+00:00,0.5243915485985139
,,127.774,53,False,1.392495408243116e-05,1.389045440608296e-06,1.389045440608296e-06,5.373,5.596,2026-07-14T06:11:03.174557+00:00,0.5268784629549572
,,125.73,54,False,1.0929726238668344e-05,1.2988880807625924e-06,1.2988880807625924e-06,5.373,5.596,2026-07-14T06:13:28.498985+00:00,0.5239701205715138
16.830225711481845,39.89205103042198,142.299,55,True,8.31705081387455e-06,1.2202456766718092e-06,1.2202456766718092e-06,5.363,5.596,2026-07-14T06:16:09.152548+00:00,0.5256321714284585
,,132.211,56,False,6.09408896978429e-06,1.1533337816991927e-06,1.1533337816991927e-06,5.37,5.596,2026-07-14T06:18:41.661014+00:00,0.522962617762586
,,135.015,57,False,4.266933690296051e-06,1.0983357966978744e-06,1.0983357966978744e-06,5.373,5.596,2026-07-14T06:21:13.391242+00:00,0.5234741026306535
,,132.176,58,False,2.840593081026921e-06,1.0554024673218806e-06,1.0554024673218806e-06,5.381,5.596,2026-07-14T06:23:45.647147+00:00,0.524084083457044
,,128.2,59,False,1.818976642443127e-06,1.0246514708427697e-06,1.0246514708427697e-06,5.374,5.596,2026-07-14T06:26:09.775688+00:00,0.5253346522542882
17.026496565260057,40.48086359175662,142.517,60,True,1.204884554191212e-06,1.0061670936044177e-06,1.0061670936044177e-06,5.375,5.596,2026-07-14T06:28:50.851632+00:00,0.5229867024616124
