category,query_id,target_id,target_rank,target_score,top1_id,top1_score,top1_top2_margin
shirt,B000JM3A1A,B000QGPYP4,237,0.1755969375371933,B005TF2WUM,0.33670827746391296,0.0245838463306427
shirt,B007V9SM0S,B005AONB34,454,0.11477538198232651,B00B4EF1AA,0.3356974124908447,0.030319809913635254
shirt,B00B71D7E2,B00394FK5E,5040,-0.022878428921103477,B007PY6E40,0.32362720370292664,0.014957159757614136
shirt,B0099AHZXW,B002TEW3IM,617,0.13541057705879211,B007SZNT8A,0.2968568205833435,0.023581326007843018
shirt,B004SBSY3W,B008CS4MZ6,324,0.15604454278945923,B0041O2UJK,0.3105536699295044,0.03067755699157715
shirt,B00G6UFA94,B0086F6HIK,63,0.2756845951080322,B0067F9J1I,0.3503900170326233,0.009129166603088379
shirt,B005ILK060,B007PYE17M,108,0.1881641149520874,B00AX0Q7FE,0.2980400323867798,0.0035179853439331055
shirt,B0014J7Y8W,B000U0PPXC,1610,0.065067358314991,B009VI0H7S,0.3010749816894531,0.025595515966415405
shirt,B003T70M3G,B00AOCAELE,259,0.1482923924922943,B0048KPWFG,0.3181329369544983,0.003364771604537964
shirt,B007FGYDAK,B0051VBW7S,2704,0.03825012594461441,B00DV0BIE8,0.278679758310318,0.008323639631271362
shirt,B00A9IW94I,B00A9IVY5I,45,0.2559654116630554,B00B40E1K0,0.3453141152858734,7.298588752746582e-05
shirt,B0073PSC3M,B00DEIUVB8,215,0.1779424548149109,B0059002HW,0.3432369828224182,0.013483554124832153
shirt,B001U239PU,B007JES6SI,1104,0.07353413850069046,B0041TFD80,0.26676398515701294,0.014330416917800903
shirt,B005W44GZO,B007VN04BO,35,0.276965856552124,B009CI5IL2,0.36617979407310486,6.288290023803711e-06
shirt,B008588ZPQ,B00FPBE0X2,4619,0.015411467291414738,B00687SPR4,0.2967545986175537,0.0030555129051208496
shirt,B004APGLNG,B00BLL79L0,695,0.09217121452093124,B005IZUOOE,0.36053645610809326,0.013582348823547363
shirt,B0051GDT4M,B0027EBMU4,9,0.29546642303466797,B00BMR73SC,0.38734468817710876,0.044392943382263184
shirt,B00926S118,B008H6R3UY,46,0.25624409317970276,B00BIXSATQ,0.33180108666419983,0.0001614987850189209
shirt,B00B88ZKXA,B00EZUKCCM,495,0.11944366991519928,B00C6QJ8EA,0.2569076716899872,0.0043354332447052
shirt,B00923GT8S,B00844FELO,64,0.20582367479801178,B0091VAKBI,0.3917883634567261,0.06977611780166626
shirt,B0045KCG7Q,B006JPU6JA,107,0.20396912097930908,B006TG84O8,0.3237319588661194,0.007098674774169922
shirt,B00461228C,B00C5RAHMW,8,0.2791902720928192,B002XUMZN0,0.31041139364242554,0.007691621780395508
shirt,B0093OQBCK,B0071BYF0M,2234,0.06332482397556305,B00B0DNZ5S,0.2771458327770233,0.006265372037887573
shirt,B005344CDE,B000HRTB60,181,0.1599617302417755,B000WK5FXK,0.3197522759437561,0.01604163646697998
shirt,B00BRB2H8O,B00BRB29YQ,2885,0.04797453433275223,B00DR5TW2M,0.3437107801437378,0.04565829038619995
shirt,B000XK9KKI,B005IR27EC,799,0.09800660610198975,B0065K71Z6,0.32507675886154175,0.024045228958129883
shirt,B004CO39EO,B006Z8HHGQ,4,0.34296715259552,B000BZGDDM,0.3513360321521759,0.0029322803020477295
shirt,B0067OAL7U,B00C68VOYA,20,0.23512884974479675,B005CXDOA8,0.2801971435546875,0.014226555824279785
shirt,B000TYT49U,B007IRLCPU,1163,0.08900947868824005,B008XDHOEQ,0.294822633266449,0.003575563430786133
shirt,B001QL8NVA,B008Z398FC,2218,0.05493583530187607,B000XK9KKI,0.24573644995689392,0.0034408271312713623
shirt,B007SH2NT4,B004KF9LM4,633,0.11791089922189713,B006RI31XW,0.3651823401451111,0.008817523717880249
shirt,B000QGPYP4,B0083Z6QDO,13,0.31830480694770813,B009YQF6B4,0.3770977854728699,0.006956666707992554
shirt,B0072D8DD4,B004LTR2XY,1,0.3740481734275818,B004LTR2XY,0.3740481734275818,0.0057517290115356445
shirt,B0012NBP4O,B0051IRDJC,84,0.22400596737861633,B007U6TYUY,0.3684699833393097,0.024095267057418823
shirt,B0041IY8I2,B007TW76EU,85,0.20620039105415344,B0081QK3A2,0.3272485136985779,0.02367103099822998
shirt,B005BLUUJY,B00305G9I4,22,0.27127349376678467,B0062UCEE2,0.31034719944000244,0.0021129250526428223
shirt,B008K644U8,B008K66VG8,19,0.26415014266967773,B004QYHZ6I,0.3491244316101074,0.04550489783287048
shirt,B002PY6O0E,B000W34L2I,369,0.13617239892482758,B00BCWHW2E,0.3737826943397522,0.018234074115753174
shirt,B000W7YJP8,B0096F6D6U,18,0.2537475824356079,B003WER4FK,0.3369002044200897,0.004552096128463745
shirt,B00CWVIPQ6,B00AFC4VDA,209,0.15292143821716309,B00AA0UOBK,0.34129029512405396,0.0071506500244140625
shirt,B003EKOBTY,B001KUGM6U,160,0.1751287579536438,B00FDW5WNK,0.357429176568985,0.01698574423789978
shirt,B004WU17MY,B0046CZBPM,77,0.21058781445026398,B007ZTRDBI,0.33841419219970703,0.012995302677154541
shirt,B006N1KIHK,B006N1KCB2,22,0.28939539194107056,B007VR5ELU,0.35824596881866455,0.0008116960525512695
shirt,B007M68RR8,B009ELWRYS,28,0.27201732993125916,B0096UD3FO,0.3414174020290375,0.02017471194267273
shirt,B000VSHLSK,B005588YAA,55,0.2541799247264862,B005JQ2IFK,0.3970625102519989,0.042040735483169556
shirt,B0033EFCIK,B004FTPTR6,7,0.3307062089443207,B004VPBZ8G,0.351063072681427,0.00040590763092041016
shirt,B005XIGCYW,B009Q7CK8I,4917,0.00766409607604146,B005CTFBAI,0.3407726585865021,0.025250673294067383
shirt,B00844FELO,B00CH1JZ92,39,0.2567065954208374,B002GUA5P2,0.391269326210022,0.0035397112369537354
shirt,B007TM9B70,B009G0S8CM,143,0.21198901534080505,B002QEBQ3I,0.33185774087905884,0.002964526414871216
shirt,B000W8UAR8,B00B4YHCJS,2379,0.0611838698387146,B00164ITHU,0.3044372797012329,0.005691230297088623
shirt,B009L80RS2,B0089HEOHG,5009,0.004355572164058685,B002AH1PSC,0.29775112867355347,0.01488909125328064
shirt,B005JQ5YBU,B0013HD6MS,200,0.1979508101940155,B00605YPSC,0.3380318880081177,0.013281106948852539
shirt,B0032HJXKG,B0043DWIR8,235,0.17172205448150635,B00C9GENNS,0.3811649978160858,0.02363380789756775
shirt,B00CZ6OWA6,B00CYJT2VS,35,0.2584356665611267,B0085OX8LQ,0.3569769859313965,0.03359222412109375
shirt,B00A81ZUWO,B00DD63R4E,605,0.09649617224931717,B009EB1WBW,0.22723634541034698,0.007433906197547913
shirt,B0094KCP96,B009YQF6B4,1,0.3787463307380676,B009YQF6B4,0.3787463307380676,0.03511935472488403
shirt,B00BQ71QVI,B00ANLQM44,17,0.31024104356765747,B000BZGDDM,0.3706861436367035,0.016282588243484497
shirt,B00B80RFOA,B008DBTWIY,239,0.1646622270345688,B004DR1834,0.30391156673431396,0.01947540044784546
shirt,B007ZNLENM,B00ARJ65AI,2483,0.05377625674009323,B008GY5K5C,0.2786519527435303,0.005231976509094238
shirt,B0013FJWT6,B00A6JE1C8,4,0.35138726234436035,B007C3JKJA,0.37012696266174316,0.002930879592895508
shirt,B0048KUVYS,B002PY6O0E,147,0.19506323337554932,B00E6355S4,0.3650702238082886,0.01236763596534729
shirt,B004AM0XUQ,B00BY87U8W,12,0.2984548807144165,B00C8660N0,0.3540671765804291,0.023494958877563477
shirt,B005ILK060,B007AEUC98,2,0.35895484685897827,B009VCN7IA,0.3826942443847656,0.023739397525787354
shirt,B002TUTMCG,B008UXAEF0,288,0.16083568334579468,B00606OMNO,0.3276161849498749,0.010252684354782104
shirt,B001KQ3YDS,B00EIKWHN6,921,0.10016573220491409,B00AY0K6N2,0.3433196544647217,0.017772555351257324
shirt,B007Z8W47C,B0077RZYKA,29,0.22845597565174103,B00CHROXXE,0.37362799048423767,0.0494140088558197
shirt,B003H3B9ZM,B00CTSBLU4,879,0.08163808286190033,B00DUEF8LY,0.358867347240448,0.003495633602142334
shirt,B000MX1M98,B002DYJC3M,473,0.1254841536283493,B000HEC75U,0.29660743474960327,0.00898250937461853
shirt,B005AJ1Q7M,B00AEMT5Z0,106,0.16812345385551453,B007PZQYV2,0.30653613805770874,0.00830814242362976
shirt,B00BOHU9ZE,B00AFZ38RM,245,0.176479309797287,B009VMTQGC,0.3599552512168884,0.004127085208892822
shirt,B00B6E7IHW,B0011RLPW8,5,0.33623552322387695,B008PDB7JM,0.3508375883102417,0.006772756576538086
shirt,B00166XERS,B00GXF7CCK,490,0.12153816223144531,B005ERXK06,0.3393040597438812,0.0008288919925689697
shirt,B008C72B7S,B00CWJ5K16,148,0.1952650249004364,B003IWOUS0,0.3025767207145691,0.014400690793991089
shirt,B009NBSZOU,B00AOJHF8M,46,0.2531219720840454,B007ENCGTY,0.3513357937335968,0.002401381731033325
shirt,B007SJE6RE,B000XK9KKI,13,0.24831093847751617,B007ZT9PVO,0.32689177989959717,0.024788260459899902
shirt,B00DE1BDLC,B0030BG78U,11,0.2501414120197296,B00726ORDQ,0.29391151666641235,0.014544576406478882
shirt,B004TNLWVA,B004LTL34S,997,0.09995981305837631,B0071NRKF2,0.29736849665641785,0.00427660346031189
shirt,B004K2NSGM,B00B0R0JZ8,1,0.3537542521953583,B00B0R0JZ8,0.3537542521953583,0.03557160496711731
shirt,B006H4KOTA,B00EHYJ2EU,1520,0.0667988583445549,B0092UH97G,0.33826178312301636,0.002704918384552002
shirt,B00AY2FULS,B0075G2YFG,338,0.1514579951763153,B003BJXWX4,0.3246459364891052,0.007496654987335205
shirt,B000EGBBTE,B00C7QLO00,1075,0.08964367210865021,B004V4AH7M,0.3380116820335388,0.029020965099334717
shirt,B003INE0Q6,B00BQ4IATW,146,0.19985288381576538,B005DIJSPM,0.31639373302459717,0.011034667491912842
shirt,B00563EGWE,B007KREYFI,1,0.3211548924446106,B007KREYFI,0.3211548924446106,0.04801750183105469
shirt,B008MATL6Y,B004VSEBNY,188,0.1668158620595932,B00C9W3VE4,0.30126091837882996,0.011262178421020508
shirt,B006ZZHEU8,B00AOI54L8,278,0.1679394245147705,B00B2ZMJOM,0.4078942835330963,0.029023855924606323
shirt,B00BSN9X6K,B00EBUFSAW,17,0.2722971439361572,B000BWRD66,0.3210715651512146,0.0011177659034729004
shirt,B005HJPL0I,B00CDRJ54A,2136,0.06454919278621674,B00345LEIK,0.36258718371391296,0.01869949698448181
shirt,B004CVDPAA,B00AYXZ7S8,68,0.17834994196891785,B00BGJ4OQA,0.29076284170150757,0.020545512437820435
shirt,B004GIZYTE,B004JZWH0I,13,0.26805058121681213,B000Q53KRE,0.3261706829071045,0.024672269821166992
shirt,B00BYQH3D6,B0081QK3A2,212,0.17259100079536438,B004YO9IVU,0.3245413899421692,0.01628047227859497
shirt,B005ESA9SG,B0068ETQWA,138,0.18094292283058167,B00B7E2L8W,0.33492517471313477,0.033558398485183716
shirt,B001U9DJ0I,B000WK6SDQ,488,0.12729598581790924,B00BOO7OLO,0.3352234959602356,0.023408234119415283
shirt,B00AOJE63E,B00138MPS8,3529,0.032523252069950104,B00B8ACUXQ,0.3050995469093323,0.004357576370239258
shirt,B005DIJSPM,B00A8D13CI,11,0.3617296516895294,B00CU8PDPW,0.4070964455604553,0.004886925220489502
shirt,B006SHCSEU,B007Y8L4VK,125,0.23277992010116577,B0048KRAWE,0.3599998950958252,0.03200572729110718
shirt,B005FYKZ8I,B005OCJOEC,101,0.19982784986495972,B00865CPJ0,0.31941306591033936,0.005710184574127197
shirt,B004Y9NQ1S,B009EUI4G4,162,0.20584043860435486,B00AA2BC0U,0.39516347646713257,0.004122257232666016
shirt,B008MO9EY4,B00EPDU2PG,323,0.13871991634368896,B00B4DXN4W,0.31948322057724,0.03325122594833374
shirt,B0024FAZ4A,B0044R8CE6,231,0.1545153707265854,B000NZW3JI,0.3303373456001282,0.004902541637420654
shirt,B002XGG0AS,B001HYRKS8,663,0.12193456292152405,B00CAVN1LM,0.3605436384677887,0.0015945136547088623
shirt,B000Z3V2JA,B003X46ZKO,28,0.22155407071113586,B0094I4IOI,0.29344385862350464,0.0030671358108520508
shirt,B0048KPWFG,B00D6KCEI2,3214,0.03746587038040161,B007TMU7Z0,0.30773529410362244,0.0025840699672698975
shirt,B0069IQPPQ,B00028I7R8,2,0.3092658519744873,B000M12Z28,0.3113686144351959,0.002102762460708618
shirt,B0020Q11LE,B000WB6WTU,52,0.23871898651123047,B007CM1XC8,0.3334295153617859,0.01296156644821167
shirt,B002HNSH80,B0072Y3CWK,20,0.2635127305984497,B007WTSTVY,0.30808019638061523,0.01472097635269165
shirt,B00AZWLNV8,B005KGF70M,1619,0.0637071430683136,B007QQ3E8G,0.33675771951675415,0.01770344376564026
shirt,B0075BECBK,B007CM1XC8,29,0.2857765853404999,B000Z7DTWE,0.3463450074195862,0.010240733623504639
shirt,B005588YAA,B0002FHIMQ,6,0.30117976665496826,B0031TVNNK,0.3408612906932831,0.0048292577266693115
shirt,B00C9T317O,B00BFA20GG,54,0.21399231255054474,B004D39JI4,0.35541290044784546,0.023874640464782715
shirt,B004ZC5RL6,B004ZC5PXG,1,0.3757898807525635,B004ZC5QLC,0.3757898807525635,0.0
shirt,B007VYS9I8,B000N9FHLU,30,0.2776285409927368,B007N7LX86,0.3478626608848572,0.01793527603149414
shirt,B0089ODSU8,B0086YNVVM,105,0.20881855487823486,B00BARYBBG,0.3575916886329651,0.055459052324295044
shirt,B006KNW59K,B003H3B9ZM,472,0.11732974648475647,B00CQ9P4Q8,0.3358636498451233,0.011772900819778442
shirt,B00BWTZIC8,B008QPAUAG,94,0.1817602515220642,B006RI34ZC,0.27136459946632385,0.0019045770168304443
shirt,B00B9DYVZC,B005LXFXIA,4030,0.00867094099521637,B00613EZ8S,0.36968034505844116,0.005718231201171875
shirt,B005JQ4WEK,B0013HB3KK,24,0.29455944895744324,B004VN5X72,0.36107367277145386,0.008536845445632935
shirt,B0064SJ6EI,B00164ITHU,45,0.23597382009029388,B001SERZCS,0.3797300159931183,0.04017433524131775
shirt,B000GA5YPK,B00075ZVH0,59,0.25381818413734436,B00EV75J9U,0.3424142301082611,0.014153778553009033
shirt,B004FN2OYI,B005XIFIRO,1262,0.07506553828716278,B008UYXL90,0.33640214800834656,0.022112637758255005
shirt,B0098GE6OI,B003XF2ULG,55,0.20913805067539215,B0081365S4,0.37117329239845276,0.021384507417678833
shirt,B00BCXL3QE,B004YJVIQS,1,0.3515188694000244,B004YJVIQS,0.3515188694000244,0.02984282374382019
shirt,B00DX7P1IS,B004GSOVXO,449,0.12723684310913086,B006JGXIVC,0.3655891418457031,0.0018501877784729004
shirt,B00AOJG07E,B009LIZU52,234,0.1576862931251526,B007IRL1VA,0.27844953536987305,0.0020681023597717285
shirt,B005ISINDU,B005LU36LY,2960,0.03878704458475113,B00BT0JKAQ,0.34686803817749023,0.006502926349639893
shirt,B006JATIK8,B00BC41R46,211,0.17329423129558563,B0019QUS92,0.32256561517715454,0.015032351016998291
shirt,B006RI34ZC,B00DR4IZTE,7,0.2617182433605194,B00699EPO8,0.3218977451324463,0.04081377387046814
shirt,B0084UUHB0,B009LJCL8A,178,0.16383159160614014,B0038FT02S,0.3207094669342041,0.011499881744384766
shirt,B004OKFF7K,B009ZYPCQO,28,0.2797584533691406,B000EXUEZ4,0.36158475279808044,0.01918002963066101
shirt,B0012GILRK,B005YUZ678,431,0.14769262075424194,B008CQKIX8,0.29796433448791504,0.0031336545944213867
shirt,B005B6ZIE6,B00ACDAOGU,3,0.3079532980918884,B006QHPYIY,0.3290291428565979,0.020816057920455933
shirt,B007WMC41C,B00BXRE5UU,61,0.26208797097206116,B00AJ9EZMG,0.37478798627853394,0.021125704050064087
shirt,B001OQYE24,B0031TVNNK,1,0.3639569878578186,B0031TVNNK,0.3639569878578186,0.0006244182586669922
shirt,B000783TCQ,B007IRL1VA,1514,0.0729704424738884,B0047BJE0K,0.3717944025993347,0.019328415393829346
shirt,B007CBS7OG,B004SWYOZI,1,0.3546082079410553,B004SWYOZI,0.3546082079410553,0.03502216935157776
shirt,B00APU4KE2,B006AN59CA,4449,0.017582610249519348,B007PYDLD2,0.3589836657047272,0.022623002529144287
shirt,B000X74R7C,B003RW8XFW,1192,0.08918090164661407,B0059DQYU8,0.36581146717071533,0.014901518821716309
shirt,B007T5JNJ8,B00GQWTJ6C,2930,0.038333624601364136,B002MXY19Y,0.32838815450668335,0.01346355676651001
shirt,B00A758348,B00FBBN4EW,2,0.3604819178581238,B00DBDYW3Y,0.3991100788116455,0.03862816095352173
shirt,B0094D2LWE,B007QAPB1A,66,0.21775561571121216,B00C6NS0BK,0.3384535610675812,0.017663627862930298
shirt,B00AR0ARLK,B00AYJNE3M,28,0.27845728397369385,B003WE90FW,0.3383829593658447,0.019829124212265015
shirt,B008LDGQK6,B00BLL7CB2,627,0.11923521012067795,B00AK46JK6,0.31090864539146423,0.006889671087265015
shirt,B008Z0FTB2,B007BLNDLO,117,0.1910800188779831,B004DJ0A0Y,0.34653240442276,0.006857573986053467
shirt,B0020Q11LE,B0030EX7Z8,649,0.12317049503326416,B005980IJG,0.30348464846611023,0.03438577055931091
shirt,B00112FYQG,B005JQN9C6,44,0.2597317397594452,B00AJWOFY6,0.3282504379749298,0.006523817777633667
shirt,B004QYHZ6I,B005UL02C0,6,0.2958420515060425,B00729P2UA,0.3224974274635315,0.007486492395401001
shirt,B008F39HRQ,B000ZN8Z3G,688,0.12862396240234375,B00AJ9EZMG,0.2821926772594452,0.006445080041885376
shirt,B00827XZUK,B003XGPATY,101,0.2257302701473236,B009L80RS2,0.3220568895339966,0.004979461431503296
shirt,B0002X4OES,B0050OFMB8,9,0.3770657181739807,B0012FRM2G,0.41009366512298584,0.003160536289215088
shirt,B006N1KCB2,B00F3YS42Y,57,0.1946873962879181,B00006NQ0N,0.27187347412109375,0.007288753986358643
shirt,B006WFFTTO,B00F3SJQ72,240,0.1521252542734146,B0065ZE500,0.3458775281906128,0.003113776445388794
shirt,B005S6YGO2,B005N56BXW,456,0.1260908842086792,B0083JEAWY,0.36510008573532104,0.01898247003555298
shirt,B005AJNKEE,B001M0MWSK,80,0.22475548088550568,B007VN04BO,0.35181957483291626,0.020869970321655273
shirt,B004TMGDME,B000WNEK7Y,78,0.24621090292930603,B005IYLOYE,0.4054567813873291,0.010330140590667725
shirt,B003H7RKB0,B00AQFAWU2,31,0.21122831106185913,B00861KWY4,0.26314640045166016,0.008366972208023071
shirt,B00BY24W7K,B003AQQ370,30,0.26942795515060425,B0006GH2C2,0.3540501594543457,0.0059404075145721436
shirt,B008T3V1YO,B00E9JZ6D4,105,0.18049150705337524,B00AEYXOX2,0.3254578113555908,0.03524297475814819
shirt,B00ARF686S,B00CL08O0A,347,0.15240831673145294,B00CFP6098,0.31488236784935,0.020817071199417114
shirt,B0060EYIU8,B005XS00E0,21,0.2547934651374817,B00AEJQ7SQ,0.35219934582710266,0.010220497846603394
shirt,B0057V76WM,B001ET7HSE,5,0.30236947536468506,B001ET7H66,0.36257970333099365,0.03978168964385986
shirt,B006N1KIHK,B008YF7M2M,1,0.3773915767669678,B008YF7M2M,0.3773915767669678,0.03317883610725403
shirt,B006ID7VIC,B00FZ57788,39,0.2879406213760376,B005HWTURA,0.36594170331954956,0.009004175662994385
shirt,B00AY9O4WC,B005ZCA5PI,8,0.3253024220466614,B0045MS86W,0.3581441640853882,0.011176347732543945
shirt,B00680JY4O,B0068YW1EA,1,0.34213951230049133,B0068YW1EA,0.34213951230049133,0.01943233609199524
shirt,B0092UH97G,B000N4U0LC,536,0.12810908257961273,B00B92J932,0.3654491901397705,0.023286521434783936
shirt,B001L0ZVIE,B0086WETGU,37,0.25760090351104736,B0009G3YQW,0.35525697469711304,0.004808753728866577
